Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P11473	Q96EB6	1	311	153
P38646	Q12933	1	351	41
P27361	Q02750	1	180	162
P23297	P68133	1	562	329
P35228	P60709	1	350	181
P42338	Q13153	1	693	102
P03372	Q92793	1	682	480
P22001	P78352	1	408	81
P02766	P25713	1	53	502
P11021	P16949	1	812	235
P06213	P18031	1	124	19
P04150	Q02790	1	486	192
P16220	P25490	1	468	506
P03372	P51948	1	682	740
P11142	Q14764	1	611	619
P46108	Q8TF42	1	686	454
P24522	Q92945	1	571	687
O15524	P10912	1	507	189
P35613	Q13153	1	457	102
P08138	Q16620	1	346	715
P14174	Q9Y478	1	462	6
P00533	Q02750	1	322	162
P47712	P55210	1	273	513
P00533	P20336	1	322	737
O14939	Q03135	1	430	717
O00429	O95433	1	440	632
P10275	P27348	1	54	500
P14780	P39060	1	516	239
P00533	P02545	1	322	42
O75436	P02751	1	483	333
P07237	P07900	1	535	637
P62753	Q9UBN7	1	18	722
Q13469	Q92793	1	111	480
P30533	Q92673	1	590	11
Q03135	Q13501	1	717	675
P08246	P48061	1	676	84
P20783	P50222	1	202	437
P01584	P29466	1	574	552
P11473	P41235	1	311	503
P04792	P22735	1	484	63
P31749	Q06481	1	2	615
P09936	Q00535	1	475	32
O75553	Q06481	1	445	615
P00441	P34932	1	361	625
P04629	P63104	1	171	295
P00738	Q9H3D4	1	710	125
P28335	Q02410	1	793	698
P01106	Q13526	1	601	472
P02647	P55072	1	771	495
P04637	P36957	1	723	319
P05067	P07900	1	264	637
P03956	P13500	1	461	681
P31749	P49815	1	2	285
P42345	P55072	1	720	495
P01241	Q01105	1	120	309
O14939	P04406	1	430	326
P07550	P13945	1	664	569
P51681	P61073	1	519	557
P11021	Q86TM6	1	812	770
P06241	P36544	1	816	93
O14920	P21333	1	652	489
P02751	Q96QK1	1	333	801
Q02750	Q13526	1	162	472
P16949	P37231	1	235	259
P21980	P27348	1	210	500
P07384	P78417	1	754	191
P19320	Q9Y5K6	1	58	91
P01023	P09038	1	781	347
P19793	P56524	1	323	504
P04792	Q5S007	1	484	133
P00533	Q99784	1	322	478
P42345	Q13131	1	720	373
P10415	P27361	1	634	180
Q96BI3	Q9NZ42	1	689	660
P01903	Q9UIQ6	1	29	697
P11142	P55072	1	611	495
P51693	Q9NRI5	1	732	360
P0CG47	P12004	1	709	814
P04637	P46108	1	723	686
P02766	P60709	1	53	181
P68133	Q16539	1	329	759
P04406	P36507	1	326	769
P37231	Q13526	1	259	472
O43889	Q15109	1	436	325
P63104	Q9H4A3	1	295	563
P63104	Q8IX03	1	295	794
O76070	P16035	1	394	630
P02751	P04792	1	333	484
P51693	Q13526	1	732	472
P06241	P28340	1	816	580
P02511	Q6UXS9	1	555	612
P19793	Q13501	1	323	675
P00533	Q9UQ35	1	322	432
P11021	Q96TC7	1	812	17
P49768	P55212	1	798	515
P04406	P24522	1	326	571
P21333	Q14573	1	489	713
P07900	Q9UQM7	1	637	114
P18887	P38398	1	57	551
P35222	Q05586	1	345	768
O96008	P21796	1	268	401
P27361	P41235	1	180	503
P27361	P55072	1	180	495
O14757	Q92993	1	487	755
P01100	P60568	1	602	225
P42704	P63000	1	386	44
P07900	P25098	1	637	182
P05067	Q14511	1	264	97
P19438	Q9BXW9	1	265	87
P07196	Q05586	1	159	768
P00533	Q9Y4H2	1	322	213
P11142	Q9NZC7	1	611	148
P00533	P58004	1	322	653
P36507	P45983	1	769	375
P10636	P37840	1	588	173
P11717	Q9NZ52	1	669	56
P19838	P37231	1	492	259
P06858	P27797	1	35	221
O14920	P04792	1	652	484
O00213	Q12800	1	729	174
Q99714	Q9NZC7	1	511	148
P55072	Q13148	1	495	691
P00441	P11142	1	361	611
P54868	P63104	1	262	295
P00533	P38646	1	322	351
P08670	P27348	1	469	500
P02545	P55072	1	42	495
P29323	Q13224	1	763	409
P34932	P42858	1	625	64
P06396	P09651	1	441	78
Q13133	Q96EB6	1	603	153
P13639	Q99714	1	183	511
P09622	P36507	1	776	769
P03372	P19793	1	682	323
P17096	P78362	1	342	531
P04150	Q9Y5K6	1	486	91
P10636	P42574	1	588	817
P38398	P42345	1	551	720
P21333	Q16539	1	489	759
P01100	P05067	1	602	264
P04179	P20338	1	110	743
P04150	P07900	1	486	637
P10415	Q13501	1	634	675
P09874	P55210	1	752	513
P35222	P49810	1	345	283
P18031	P30519	1	19	263
P01374	P20333	1	260	739
O14920	Q92793	1	652	480
Q01130	Q92731	1	463	312
P31749	Q16236	1	2	315
P04629	P09104	1	171	393
P16220	P17676	1	468	783
P17302	Q96HU1	1	765	685
P38398	Q13315	1	551	726
P11831	P42574	1	52	817
O76070	P31645	1	394	527
P07196	P11137	1	159	79
P42574	P55212	1	817	515
P21980	P39060	1	210	239
Q15021	Q6ZW49	1	103	568
Q30201	Q86TM6	1	129	770
O75689	P42336	1	497	695
P35613	Q13356	1	457	340
P06396	P10275	1	441	54
P06493	P19838	1	559	492
P12644	Q92743	1	205	549
P05067	P21399	1	264	249
P29466	P49768	1	552	798
P01100	P20226	1	602	525
P30533	Q07954	1	590	163
P15692	P40763	1	212	190
P21796	P29474	1	401	301
P09622	P62993	1	776	231
P00533	Q99714	1	322	511
P21980	P63104	1	210	295
P0CG47	P46527	1	709	512
P01100	Q14938	1	602	452
P12830	P35222	1	730	345
P00533	P55210	1	322	513
P06746	P56937	1	137	156
P25445	Q9H3D4	1	438	125
P02768	Q13315	1	49	726
P00533	Q96JB1	1	322	286
Q96S59	Q9UBN7	1	657	722
Q01130	Q13153	1	463	102
P00749	P08697	1	388	595
P05067	P31749	1	264	2
P00533	P30711	1	322	728
P38646	Q96CV9	1	351	774
P49768	Q96BI3	1	798	689
P11142	P36507	1	611	769
P00533	P12004	1	322	814
P04406	P49768	1	326	798
Q01105	Q15257	1	309	234
Q13315	Q7Z3E1	1	726	258
Q9BTE1	Q9UJW0	1	813	122
P49768	Q99466	1	798	178
P46108	Q13127	1	686	141
P04083	P06733	1	450	368
P45983	Q9UQF2	1	375	678
Q03135	Q16881	1	717	471
P03372	P08865	1	682	518
P28482	Q03135	1	558	717
P00519	P28340	1	782	580
P48730	P49810	1	228	283
P19438	P55210	1	265	513
Q16769	Q9ULK4	1	470	799
P07196	P08670	1	159	469
P19525	Q96P20	1	674	254
P34932	P35354	1	625	224
P68133	Q5S007	1	329	133
P18146	P35222	1	256	345
P07900	P38646	1	637	351
O14920	P31749	1	652	2
P04637	P18887	1	723	57
P30533	P42345	1	590	720
O00429	Q99714	1	440	511
O00499	P17600	1	36	294
P25116	Q16539	1	279	759
P07237	P61073	1	535	557
P02647	P10909	1	771	772
P00738	P21980	1	710	210
P07550	P20336	1	664	737
P10275	P36956	1	54	320
P62993	Q05193	1	231	108
P07900	Q06455	1	637	198
P04083	Q9UNN5	1	450	126
O60603	P27348	1	317	500
P04792	P37840	1	484	173
P08047	P27361	1	583	180
P06493	P14136	1	559	485
P07900	Q03135	1	637	717
P11142	Q13315	1	611	726
P38398	P63165	1	551	577
P01344	P02787	1	344	654
P04629	P06702	1	171	251
P08138	P38936	1	346	564
P37840	P49841	1	173	412
O75689	Q96S59	1	497	657
P13501	P62993	1	680	231
P51587	Q9BXW9	1	105	87
P01023	P08842	1	781	48
P10636	P49841	1	588	412
P04275	P27797	1	420	221
P19438	P62993	1	265	231
P40763	P41597	1	190	747
P06396	P60709	1	441	181
P04278	P60709	1	423	181
P01130	P02649	1	240	59
O00213	Q06481	1	729	615
P19438	Q15628	1	265	745
P04150	Q13451	1	486	439
P02751	P08697	1	333	595
P31749	Q12879	1	2	707
P02686	P54253	1	95	362
Q15853	Q9UBK2	1	648	711
P05067	Q07866	1	264	804
P04629	P09619	1	171	194
P02511	P35222	1	555	345
P04150	P28482	1	486	558
P03372	P24522	1	682	571
P48730	Q00535	1	228	32
P07900	Q8TF42	1	637	454
P11021	Q9H3D4	1	812	125
P55072	P62993	1	495	231
Q14511	Q9UM47	1	97	8
P04150	P10275	1	486	54
P04150	P09874	1	486	752
O96018	P05067	1	509	264
P01023	P29474	1	781	301
P04637	P21980	1	723	210
P00519	P01024	1	782	780
P07237	P10809	1	535	529
P62993	Q9UQC2	1	231	245
P10644	Q13627	1	636	490
P05305	P08473	1	14	15
P00738	Q99523	1	710	647
P00747	P10809	1	383	529
P01375	P78536	1	692	464
P37840	P48730	1	173	228
P12004	Q00535	1	814	32
P49768	Q96TC7	1	798	17
P01019	P42892	1	94	366
Q0VDF9	Q6ZW49	1	140	568
P00441	P20700	1	361	400
P08865	P12004	1	518	814
P30556	Q03135	1	359	717
O60674	P35568	1	354	113
P07384	P40763	1	754	190
P04271	P14136	1	417	485
P07384	P08670	1	754	469
O43602	P30556	1	30	359
P05067	Q96S59	1	264	657
P05067	Q16698	1	264	778
P78352	Q07954	1	81	163
O00206	Q0VDF9	1	143	140
P00441	P16949	1	361	235
O60706	Q16082	1	593	25
O00213	P51693	1	729	732
P09936	P31749	1	475	2
P19793	Q13133	1	323	603
P04629	Q9UMX0	1	171	403
P04406	P27348	1	326	500
P49841	Q9NX09	1	412	255
O60674	Q8TF42	1	354	454
P05067	Q15078	1	264	293
P27348	Q06830	1	500	341
P10909	P14780	1	772	516
P00441	P14174	1	361	462
P06241	Q9NWQ8	1	816	592
P00747	P00750	1	383	157
P25705	P26599	1	785	742
P01023	P05112	1	781	391
P53779	Q00535	1	172	32
P01241	P21266	1	120	807
P11021	P62993	1	812	231
P04406	P42262	1	326	624
P50222	Q92993	1	437	755
P03372	P17861	1	682	605
P05937	P42574	1	237	817
P12277	P35610	1	699	458
P27797	P63104	1	221	295
P25490	P60709	1	506	181
O00329	P46108	1	447	686
P00533	P04406	1	322	326
P35222	Q03135	1	345	717
O76070	P07550	1	394	664
P10809	Q07812	1	529	773
P09874	P10415	1	752	634
P35558	P35613	1	348	457
P10636	Q9UBN7	1	588	722
P07550	P25098	1	664	182
P34932	P38646	1	625	351
P42336	P46531	1	695	269
P01106	Q02750	1	601	162
P27361	Q13501	1	180	675
Q05639	Q5S007	1	274	133
P51587	Q9BRK5	1	105	604
Q07812	Q9UBN7	1	773	722
O94811	P37840	1	628	173
P01584	P08047	1	574	583
P01009	P08246	1	332	676
P05067	Q07954	1	264	163
P03372	P38936	1	682	564
P22607	P78362	1	597	531
P01583	P29466	1	573	552
P21333	P49768	1	489	798
P35222	P45983	1	345	375
O00767	P01106	1	62	601
P12830	P63104	1	730	295
P03372	Q13451	1	682	439
P05121	P08246	1	541	676
O15524	Q13315	1	507	726
P29474	Q6ZW49	1	301	568
P04792	P05198	1	484	207
P11831	P19838	1	52	492
P21333	P22694	1	489	806
P06241	P51587	1	816	105
P09874	Q92793	1	752	480
P07237	P63104	1	535	295
O14654	P07858	1	594	37
P19438	P28482	1	265	558
P42338	P62993	1	693	231
P62993	Q16643	1	231	466
P12830	Q92769	1	730	683
P01009	Q86TM6	1	332	770
P98164	Q9UQF2	1	786	678
P07550	P0CG47	1	664	709
O75955	P02751	1	356	333
O43464	Q99714	1	55	511
O96017	P13501	1	499	680
P04629	P12277	1	171	699
P09038	P22607	1	347	597
P10275	P30613	1	54	4
P02649	Q07954	1	59	163
P04629	P14324	1	171	596
O15061	Q9NRI5	1	252	360
P13942	Q13526	1	402	472
P19320	P55072	1	58	495
O00429	P12277	1	440	699
O60674	P19438	1	354	265
O00213	P04083	1	729	450
P36957	P60174	1	319	544
P04406	Q96EB6	1	326	153
Q16620	Q99523	1	715	647
P56524	P68133	1	504	329
P04629	P08865	1	171	518
Q8IXJ6	Q9UBN7	1	195	722
P21796	Q5S007	1	401	133
P00519	Q13315	1	782	726
P04062	P21964	1	618	316
P17302	P28482	1	765	558
P00441	P04083	1	361	450
P00441	Q96CV9	1	361	774
P12004	Q9NQW7	1	814	151
P19438	P20333	1	265	739
P09874	Q9Y478	1	752	6
P50570	Q9UKG1	1	127	378
P00533	P13987	1	322	261
P02461	P07384	1	421	754
P18887	P28340	1	57	580
P09874	P28482	1	752	558
P23945	P27348	1	705	500
P05112	P19397	1	391	756
P24386	P26441	1	211	528
P16220	Q96EB6	1	468	153
P11831	Q92793	1	52	480
P04629	P53004	1	171	668
P09874	P25705	1	752	785
O43464	P68133	1	55	329
P09874	P27361	1	752	180
P05067	Q96AC1	1	264	77
P31749	P63000	1	2	44
Q8N5D0	Q9ULK4	1	642	799
P03372	P11142	1	682	611
P02511	P04637	1	555	723
P17096	P19838	1	342	492
P01106	P42704	1	601	386
P49815	Q13131	1	285	373
P60709	Q16643	1	181	466
P00738	P02649	1	710	59
P01100	P19838	1	602	492
P63104	Q9BRK5	1	295	604
P03372	P35869	1	682	27
P09651	P11279	1	78	760
O96008	P09622	1	268	776
P08047	P11802	1	583	170
P35222	Q9UBN7	1	345	722
P07550	P62993	1	664	231
P00734	P17936	1	130	86
P00519	Q03135	1	782	717
P09874	P19838	1	752	492
P19320	Q13310	1	58	546
P01023	P22301	1	781	449
O14867	P01100	1	289	602
P15692	Q92793	1	212	480
P07741	P19838	1	550	492
P40763	Q14457	1	190	725
P17302	P23945	1	765	705
P49810	Q96BI3	1	283	689
Q9H2E6	Q9Y287	1	727	510
Q06455	Q96T58	1	198	661
P00533	Q13131	1	322	373
O14939	P62993	1	430	231
P10145	P14780	1	482	516
P04792	Q04760	1	484	718
P49768	Q02410	1	798	698
P05067	P37840	1	264	173
P48730	Q5S007	1	228	133
P04637	P38398	1	723	551
P04155	P31749	1	488	2
P35222	Q9UKG1	1	345	378
P12644	P27797	1	205	221
P07900	P08651	1	637	96
P01042	P43235	1	435	716
P62993	Q15109	1	231	325
Q92769	Q96EB6	1	683	153
P08253	P17936	1	72	86
P04406	P06702	1	326	251
P04150	P27797	1	486	221
P05067	Q13356	1	264	340
P09651	P26599	1	78	742
P19525	P36957	1	674	319
P06493	P09622	1	559	776
P09622	Q9UBN7	1	776	722
P08047	Q15257	1	583	234
P00441	P02768	1	361	49
O43464	P06493	1	55	559
P35222	Q92731	1	345	312
P09543	Q9NTG7	1	306	779
Q13555	Q5S007	1	797	133
P04278	P21333	1	423	489
P10909	Q9NRI5	1	772	360
P06213	P08575	1	124	9
P56524	Q13133	1	504	603
P08047	P17676	1	583	783
P04629	P19525	1	171	674
P42345	P45983	1	720	375
P28223	Q15165	1	313	372
P19320	Q02790	1	58	192
P04629	P46108	1	171	686
P63104	Q14934	1	295	75
P35869	P38398	1	27	551
O00548	P49768	1	434	798
P00750	P28482	1	157	558
P01584	P08253	1	574	72
P25445	Q9UMX0	1	438	403
P04629	P13639	1	171	183
P07900	P40763	1	637	190
O00429	P13639	1	440	183
P29474	Q03135	1	301	717
Q92769	Q9UQ35	1	683	432
P49716	P56524	1	491	504
P06493	P08047	1	559	583
P05067	P32119	1	264	548
Q02218	Q92731	1	398	312
P05067	Q9UQ35	1	264	432
P18031	P46108	1	19	686
P22694	Q13451	1	806	439
P01130	Q92793	1	240	480
P06241	P16284	1	816	290
P11473	Q92793	1	311	480
O00429	Q5S007	1	440	133
P08138	Q99523	1	346	647
P42685	P63000	1	89	44
P55072	Q9UQ35	1	495	432
P21796	Q03135	1	401	717
P02787	P08833	1	654	646
P00533	Q9NWQ8	1	322	592
O76070	P27361	1	394	180
P14784	P40763	1	534	190
Q05586	Q99996	1	768	598
O00429	Q16643	1	440	466
P50591	Q13153	1	138	102
Q13541	Q15257	1	599	234
P07384	P55210	1	754	513
P06493	P18031	1	559	19
P01137	P02751	1	314	333
P00533	Q15392	1	322	655
P27361	P78536	1	180	464
P42345	P63104	1	720	295
P04629	P55072	1	171	495
P38398	P62753	1	551	18
P17676	P20702	1	783	399
P49768	Q92542	1	798	690
P11166	P63165	1	579	577
P18031	P31749	1	19	2
P55212	Q13526	1	515	472
P04792	P16157	1	484	164
P05067	P50570	1	264	127
P98160	Q92731	1	135	312
P04629	P42704	1	171	386
P12830	Q9UI47	1	730	377
P16949	Q9UMX0	1	235	403
P06493	P08670	1	559	469
P01024	P21980	1	780	210
P04629	P18887	1	171	57
P68133	Q13153	1	329	102
P09936	Q96S59	1	475	657
P00533	P42685	1	322	89
Q00535	Q12879	1	32	707
P06493	P19793	1	559	323
P01106	P27348	1	601	500
P19793	Q14994	1	323	257
O95477	P55055	1	688	128
O43889	P05090	1	436	298
P78352	Q14114	1	81	357
P45983	Q06481	1	375	615
P11586	P38398	1	187	551
P0CG47	Q9NZ52	1	709	56
P04637	P13693	1	723	10
P53779	Q9NQW7	1	172	151
P04406	P06703	1	326	250
P63000	P68133	1	44	329
O43464	Q16539	1	55	759
P05155	P78362	1	508	531
P35613	P55072	1	457	495
P55055	Q96EB6	1	128	153
P46108	Q15303	1	686	638
P06858	Q99523	1	35	647
O00327	O15516	1	749	88
P01106	Q9BRK5	1	601	604
P01023	P38936	1	781	564
P19438	P78536	1	265	464
P15692	P35052	1	212	645
P08913	P09936	1	281	475
P04798	Q13526	1	481	472
P09936	P36957	1	475	319
P46108	P62993	1	686	231
P01023	P36957	1	781	319
P19838	Q92769	1	492	683
O14757	P28482	1	487	558
P04150	P16220	1	486	468
P08670	P31749	1	469	2
P01584	P18031	1	574	19
P19525	P63000	1	674	44
P03956	P10145	1	461	482
P04629	P14735	1	171	69
P00533	P05362	1	322	230
P14136	Q8TF42	1	485	454
P20700	Q5S007	1	400	133
P63104	Q07866	1	295	804
P05067	Q9UJY5	1	264	606
P09622	Q01105	1	776	309
P35568	Q07666	1	113	746
P35408	Q07866	1	736	804
P01275	P16870	1	222	810
P08670	Q13469	1	469	111
P11279	P20338	1	760	743
P06730	P63165	1	369	577
P42345	P50406	1	720	714
P04629	Q9NQW7	1	171	151
P20339	Q9UKG1	1	744	378
O96018	P00533	1	509	322
P11021	P35228	1	812	350
P11473	P38398	1	311	551
Q05639	Q15628	1	274	745
P04035	Q86TM6	1	107	770
P01100	P15559	1	602	23
P07101	P37840	1	106	173
P42345	Q9UMX0	1	720	403
P12830	Q9NWQ8	1	730	592
P06241	Q14511	1	816	97
P00441	P63000	1	361	44
P34932	Q02790	1	625	192
P09622	P55072	1	776	495
P55072	Q13131	1	495	373
P0CG47	P35222	1	709	345
P62993	Q9UQ35	1	231	432
P02545	P63104	1	42	295
P04637	Q13315	1	723	726
P60709	Q5S007	1	181	133
P05067	P05091	1	264	299
P61073	Q16643	1	557	466
O43889	P09601	1	436	418
P19525	Q12933	1	674	41
P25705	Q92542	1	785	690
O00429	P0DP24	1	440	70
P60709	P62993	1	181	231
P07900	P41222	1	637	721
P15036	Q92793	1	304	480
P55072	Q7KZI7	1	495	382
P06746	P12004	1	137	814
P46531	P49768	1	269	798
O14920	P09874	1	652	752
O15524	P14784	1	507	534
P13987	Q03135	1	261	717
P11142	P11802	1	611	170
P06703	P63104	1	250	295
P16949	P38646	1	235	351
P12830	P49768	1	730	798
P11142	Q92870	1	611	819
P04629	P35613	1	171	457
P24752	Q99714	1	496	511
P04637	Q07666	1	723	746
Q13131	Q9UBK2	1	373	711
P11021	P38936	1	812	564
P16284	P35222	1	290	345
P17096	P42858	1	342	64
P18848	P49716	1	411	491
P10636	Q92743	1	588	549
P05067	P08670	1	264	469
P01106	P47712	1	601	273
P07339	P20339	1	327	744
P47712	Q92993	1	273	755
P02686	P27361	1	95	180
P04798	P19525	1	481	674
O00499	P62993	1	36	231
P04271	P08133	1	417	349
O75955	Q13492	1	356	540
O75436	Q92879	1	483	811
P01023	P08133	1	781	349
P19320	P62753	1	58	18
P02511	Q07812	1	555	773
P19838	P68363	1	492	3
P42336	Q9UKG1	1	695	378
P01024	Q9ULK4	1	780	799
P16070	Q15303	1	538	638
P08069	P11245	1	217	68
P48730	Q13315	1	228	726
P42704	Q9P2K8	1	386	788
P68363	Q8TF42	1	3	454
P07900	P28482	1	637	558
P01034	P07339	1	581	327
P49841	Q9UBK2	1	412	711
P50222	Q96JS3	1	437	142
P25445	Q96IZ0	1	438	522
P16070	Q16643	1	538	466
P05067	Q99784	1	264	478
P04406	P49841	1	326	412
P56524	Q00535	1	504	32
P01024	P09651	1	780	78
P11142	P63104	1	611	295
P55072	Q9H3D4	1	495	125
P25490	P28799	1	506	206
O60603	Q02750	1	317	162
P05067	P21980	1	264	210
Q13526	Q86WG3	1	472	275
P00747	P05067	1	383	264
P18031	P49841	1	19	412
P12004	Q92793	1	814	480
P17096	P37231	1	342	259
P03372	P62993	1	682	231
P20674	P21796	1	429	401
P05067	Q99714	1	264	511
P25098	P37840	1	182	173
P36956	P49841	1	320	412
P04637	Q01105	1	723	309
O60760	P08582	1	115	242
P04637	P10912	1	723	189
P04629	P35568	1	171	113
P02751	Q01105	1	333	309
P02787	P17936	1	654	86
P04629	Q9UQC2	1	171	245
P04629	Q14194	1	171	667
P10827	Q16881	1	50	471
P30533	P98164	1	590	786
P01023	P41159	1	781	424
P04629	P78417	1	171	191
P19397	P60568	1	756	225
P00750	Q05586	1	157	768
P01024	P15529	1	780	802
P53384	Q9NQW7	1	123	151
P00519	Q5S007	1	782	133
P36957	P63104	1	319	295
P08047	P40763	1	583	190
P05067	P17096	1	264	342
P16870	Q9Y2S7	1	810	627
P49768	Q9UQB3	1	798	1
P03372	Q92769	1	682	683
P49815	Q96EB6	1	285	153
P07550	P21964	1	664	316
P04637	Q16539	1	723	759
P01100	P03372	1	602	682
P63104	Q9NX09	1	295	255
O15524	P35568	1	507	113
P05067	P25490	1	264	506
P06733	P10827	1	368	50
P05067	P98164	1	264	786
P42261	Q13501	1	623	675
O43464	Q9NWQ8	1	55	592
Q14573	Q99720	1	713	640
P03372	P60709	1	682	181
P27361	P30533	1	180	590
Q13526	Q9Y478	1	472	6
P28482	P35568	1	558	113
P02647	P02654	1	771	753
P03372	P42345	1	682	720
P00519	P50570	1	782	127
O94811	P04406	1	628	326
P08047	Q9NV58	1	583	419
P0CG47	P55072	1	709	495
P10275	P41235	1	54	503
P0CG47	Q9BXW9	1	709	87
P00533	P60709	1	322	181
P06730	P42345	1	369	720
P04637	P11021	1	723	812
P02545	P08473	1	42	15
P04629	Q05193	1	171	108
O43889	P51681	1	436	519
O14757	P06493	1	487	559
P01100	P17861	1	602	605
P09651	Q9UMX0	1	78	403
P05067	Q9Y2S7	1	264	627
P35610	Q01105	1	458	309
P02751	Q06830	1	333	341
P01375	Q12933	1	692	41
P38398	Q92945	1	551	687
P27348	P60709	1	500	181
P07237	Q9UMX0	1	535	403
P10636	Q99933	1	588	24
P02751	P02768	1	333	49
P10809	Q9BT17	1	529	76
P35222	P98164	1	345	786
P08922	P18031	1	47	19
P27361	P36507	1	180	769
P01138	P08138	1	308	346
O00213	P26599	1	729	742
P04792	P13693	1	484	10
P00747	P17936	1	383	86
P37173	Q13153	1	343	102
P42338	P50052	1	693	99
P00533	P46108	1	322	686
P01308	P16870	1	246	810
P36956	Q96EB6	1	320	153
O60603	P63000	1	317	44
P30041	P60174	1	223	544
P02545	P11215	1	42	405
P12830	Q02750	1	730	162
P04150	Q92993	1	486	755
O60603	P31749	1	317	2
P08069	P63104	1	217	295
P04150	P40763	1	486	190
P07237	P10997	1	535	446
P00533	P10909	1	322	772
P08047	P45983	1	583	375
P49768	Q9NZ42	1	798	660
P25942	P42336	1	561	695
P01903	Q9Y5K2	1	29	92
P35222	P46531	1	345	269
P46108	Q9NWQ8	1	686	592
Q07866	Q99523	1	804	647
P11142	Q8TF42	1	611	454
P10253	P38646	1	787	351
O43583	Q15078	1	526	293
P42262	Q13127	1	624	141
P49841	Q07812	1	412	773
P27348	P38936	1	500	564
P04629	P11586	1	171	187
P08047	P41235	1	583	503
P01106	P25490	1	601	506
O43426	Q00535	1	161	32
P11142	P13639	1	611	183
P46108	P68363	1	686	3
P63104	Q13310	1	295	546
P50570	Q9Y478	1	127	6
O43889	P11166	1	436	579
O43889	Q96BI3	1	436	689
P08575	P35568	1	9	113
P06733	P12004	1	368	814
P02751	P27348	1	333	500
P04637	Q9NZC7	1	723	148
P55072	Q9H4A3	1	495	563
P00441	P07237	1	361	535
P05067	P42574	1	264	817
P08047	P46108	1	583	686
O00206	Q03135	1	143	717
P04150	P04637	1	486	723
P01100	P35222	1	602	345
P17600	Q13153	1	294	102
P25116	Q03135	1	279	717
P21796	P42858	1	401	64
P11166	Q92542	1	579	690
P08254	P10909	1	71	772
P04083	P52732	1	450	381
P04278	P05090	1	423	298
P03372	Q13093	1	682	735
P04637	Q99466	1	723	178
P04278	P11831	1	423	52
P00441	Q06830	1	361	341
P24522	P40763	1	571	190
P04637	Q92769	1	723	683
O60603	Q92793	1	317	480
P12830	Q01105	1	730	309
P04278	P47712	1	423	273
P17676	P18848	1	783	411
P14672	P35613	1	374	457
P08246	P10144	1	676	364
P18848	P35638	1	411	805
P06493	Q15021	1	559	103
P07900	P49841	1	637	412
P01106	P02751	1	601	333
P01308	P07858	1	246	37
O00206	P11142	1	143	611
P42574	Q16236	1	817	315
P01106	Q96JB1	1	601	286
P60709	P63104	1	181	295
Q12933	Q9UKG1	1	41	378
Q07666	Q6XZF7	1	746	112
P01009	Q13501	1	332	675
P08138	P62993	1	346	231
P06493	P38398	1	559	551
P16220	Q12857	1	468	303
P20338	P24386	1	743	211
P05155	P08246	1	508	676
Q05193	Q5S007	1	108	133
P01903	P07900	1	29	637
O95433	P10809	1	632	529
Q13469	Q13526	1	111	472
O60603	P13639	1	317	183
P07237	P55072	1	535	495
P36956	Q9ULK4	1	320	799
P10635	P11712	1	587	666
P09917	Q13555	1	566	797
P08670	P35869	1	469	27
A4D1B5	Q92542	1	209	690
Q13148	Q9UMX0	1	691	403
P05230	P22607	1	572	597
P07900	P22607	1	637	597
O96017	P04637	1	499	723
P28482	Q02750	1	558	162
Q96P20	Q9ULZ3	1	254	656
P07900	P37173	1	637	343
O43602	P05067	1	30	264
P06703	P62993	1	250	231
P35558	P62753	1	348	18
P42338	P46108	1	693	686
Q15118	Q9UQ90	1	39	443
P35638	Q9UBN7	1	805	722
Q99784	Q9NRI5	1	478	360
P04406	P11166	1	326	579
P12830	P78536	1	730	464
P07900	Q96P20	1	637	254
P11831	P17676	1	52	783
O14757	P31749	1	487	2
P09936	P19438	1	475	265
Q12933	Q96JS3	1	41	142
P04629	Q7KZI7	1	171	382
P08069	P14324	1	217	596
P19838	Q8IVL0	1	492	146
P02545	P09601	1	42	418
P52732	Q12955	1	381	414
P05067	P09651	1	264	78
P42345	P49815	1	720	285
P06396	P21796	1	441	401
P00441	P30041	1	361	223
P09651	P62753	1	78	18
P08922	P62993	1	47	231
P31749	P46527	1	2	512
P42345	Q15118	1	720	39
P10275	P20226	1	54	525
P01375	Q9NP58	1	692	476
P09622	P12277	1	776	699
P49810	Q8WW43	1	283	620
O95433	P11021	1	632	812
P09211	P21980	1	431	210
P07900	Q92993	1	637	755
O75955	P61073	1	356	557
P10644	Q01105	1	636	309
P02751	P14174	1	333	462
P46531	Q92542	1	269	690
P10809	Q96EB6	1	529	153
P10636	Q8TF42	1	588	454
P60709	P78362	1	181	531
Q99726	Q9Y6M5	1	641	790
O75553	Q00535	1	445	32
P21796	P68363	1	401	3
P05067	P10909	1	264	772
P05067	Q15109	1	264	325
P10415	P21796	1	634	401
P01100	P16278	1	602	118
P01100	Q96CV9	1	602	774
P13639	P42574	1	183	817
P02545	Q96LZ7	1	42	404
P08047	P35222	1	583	345
P00441	P55072	1	361	495
P10636	P49768	1	588	798
P46108	P50570	1	686	127
P20700	P48681	1	400	733
P09543	Q92731	1	306	312
P06241	Q16620	1	816	715
O00213	Q92945	1	729	687
P05067	Q86WG3	1	264	275
P04150	Q9UBK2	1	486	711
P48730	Q13469	1	228	111
P29279	Q92793	1	280	480
P04040	P62993	1	147	231
P0DP24	Q5S007	1	70	133
P27348	P55072	1	500	495
P18031	Q13526	1	19	472
P10275	P31749	1	54	2
P00533	Q15109	1	322	325
